,0,1,2,3,4,5,6,7,8
0,0.16774922761069733,1.7643762819523636,1.724224463110209,1.0564004398588,0.9520246038252662,0.7200568458668027,0.6336041611007363,0.3292677752725989,0.253734830077123
1,2.3951907096715406,1.7149018227465151,1.3352720826357911,1.1559908634560434,0.8462287176291426,0.5009086123577239,0.42942249113391345,0.3523174638972722,0.28019662627287995
2,0.5305635430863015,1.1025810692957396,1.061986339534442,1.0929563238119522,0.8400919601368743,0.9264073855285825,0.51947808304513,0.3202339637455039,0.25231392861398955
3,1.4933646642576894,1.4807155094892184,0.8832467434204831,0.5868695778396352,0.8867259696148495,0.8008215172680402,0.5340224841301859,0.33743605771069274,0.2402838141317989
4,2.039422610034922,0.899799495865094,1.8950648745925986,1.0622663726562385,0.6142176031270065,0.7917111519474526,0.5477629627727993,0.3452408228130363,0.25465772212936605
5,1.8808549230201843,1.4643173382023968,1.501556444065724,1.1386051395437566,0.7150701074510094,0.5864468789006564,0.7083165418174133,0.3468609437921112,0.25091434825956643
6,2.0644877895645464,0.7196527828372099,1.2993220742753222,0.9131778920113578,0.9616579014191047,0.7857628242694069,0.46031307714714464,0.30610875356802947,0.2696530214389534
7,2.4181184889964906,1.1286272975112075,1.1827542751135658,1.3227180435825923,0.7416230096169865,0.5818244819156791,0.5490573865305376,0.3918461226301628,0.22961059483711954
8,1.7146480167807125,1.7833878582073512,1.0358499669317942,0.7671455038453069,0.8594198061173118,0.6873604697982115,0.7957127941150679,0.3439088024090585,0.2642010381039836
9,2.7899711437875188,1.4509930256838186,1.5167786159318695,0.9705667734452172,0.6930521760471595,0.7704507556172239,0.6505893052700719,0.36065600897295164,0.2621873257378342
10,2.799322542829848,1.8060419867533037,1.5275551796187854,1.3281407463493808,0.6530592915183151,0.5373760217989624,0.5289091271562606,0.3443766287264413,0.2333473153969985
11,2.507855466426825,2.104058541655548,1.21500176117367,0.8043262356379686,0.5272342627000073,0.740483908049445,0.4982205120985895,0.354950457866986,0.24419246050191715
12,1.0766188633254212,1.2922061843656114,0.4928775157853488,1.1114528282801777,0.7859314456532767,0.7106579679098584,0.5416729159360952,0.3653373170173851,0.2572898730312601
13,2.0062496882227445,0.48348114809280507,1.526284538317066,0.6400838996173364,0.7386939955159159,0.7255272420228609,0.41142067181343756,0.32577233919891585,0.23631245936255865
14,1.565962400448282,1.7897340861905429,1.300619363504709,0.8235568306125449,0.7754780376525764,0.5451053039420789,0.5541551916944932,0.34746163142081465,0.2657278320954552
15,2.778043194522674,0.7095469659275236,1.427657009460526,0.8733790554888172,0.8400099393164906,0.8073237206222171,0.580980220189141,0.3648514252228674,0.2752045509406685
16,1.8167495985315496,1.5926457092607254,1.117836317235775,1.1380124728949814,0.7923769414874469,0.7444864738895284,0.5294334198885545,0.32715756083940356,0.25841030401209314
17,3.4306590918117745,1.728629733064549,1.280842174593752,1.0311824806749812,0.334126630694382,0.6904084336139545,0.6484478873559318,0.368642051610861,0.2452337561869417
18,2.256297145667315,1.697287604606013,1.6233072864689375,1.0338959739484186,0.9654122697046988,0.6857901841063763,0.5654331201140307,0.32798633297091484,0.2573285294874732
19,2.1164350167634,2.105151928844834,1.9980511554620501,1.1905774863127851,1.2151323048288403,0.7124791088594372,0.5841801693080072,0.3574576375541546,0.252492622825938
